frequency,time,phase,d
49.981,02.09.2024 16:11:14,245.7,7.0
49.982,02.09.2024 16:11:15,239.1,7.0
49.982,02.09.2024 16:11:16,232.6,7.0
49.982,02.09.2024 16:11:17,226.0,7.0
49.981,02.09.2024 16:11:18,219.3,7.0
49.979,02.09.2024 16:11:19,211.6,7.0
49.978,02.09.2024 16:11:20,203.6,7.0
49.978,02.09.2024 16:11:21,195.7,7.0
49.978,02.09.2024 16:11:22,187.8,7.0
49.978,02.09.2024 16:11:23,179.8,7.0
49.979,02.09.2024 16:11:24,172.2,7.0
49.979,02.09.2024 16:11:25,164.8,7.0
49.98,02.09.2024 16:11:26,157.4,7.0
49.98,02.09.2024 16:11:27,150.2,7.0
49.98,02.09.2024 16:11:28,143.2,7.0
49.982,02.09.2024 16:11:29,136.8,7.0
49.982,02.09.2024 16:11:30,130.3,7.0
49.982,02.09.2024 16:11:31,123.6,7.0
49.981,02.09.2024 16:11:32,117.1,7.0
49.984,02.09.2024 16:11:33,111.1,7.0
49.987,02.09.2024 16:11:34,106.6,7.0
49.989,02.09.2024 16:11:35,102.8,7.0
49.991,02.09.2024 16:11:36,99.7,7.0
49.993,02.09.2024 16:11:37,97.1,7.0
49.994,02.09.2024 16:11:38,93.9,7.0
49.995,02.09.2024 16:11:39,93.1,7.0
49.997,02.09.2024 16:11:40,92.1,7.0
49.997,02.09.2024 16:11:41,91.0,7.0
49.996,02.09.2024 16:11:42,89.7,7.0
49.971,02.09.2024 16:14:07,104.9,7.0
49.97,02.09.2024 16:14:08,94.1,7.0
49.971,02.09.2024 16:14:09,83.4,7.0
49.971,02.09.2024 16:14:10,73.1,7.0
49.973,02.09.2024 16:14:11,63.6,7.0
49.974,02.09.2024 16:14:12,54.4,7.0
49.976,02.09.2024 16:14:13,45.6,7.0
49.977,02.09.2024 16:14:14,37.1,7.0
49.976,02.09.2024 16:14:15,28.5,7.0
49.976,02.09.2024 16:14:16,19.7,7.0
49.977,02.09.2024 16:14:17,11.4,7.0
49.978,02.09.2024 16:14:18,3.5,7.0
49.979,02.09.2024 16:14:19,355.8,7.0
49.979,02.09.2024 16:14:20,348.5,7.0
49.98,02.09.2024 16:14:21,340.7,7.0
49.98,02.09.2024 16:14:22,333.9,7.0
49.981,02.09.2024 16:14:23,327.2,7.0
49.982,02.09.2024 16:14:24,320.6,7.0
49.982,02.09.2024 16:14:25,313.4,7.0
49.983,02.09.2024 16:14:26,307.0,7.0
49.981,02.09.2024 16:14:27,300.3,7.0
49.98,02.09.2024 16:14:28,292.9,7.0
49.977,02.09.2024 16:14:29,285.6,7.0
49.976,02.09.2024 16:14:30,276.9,7.0
49.974,02.09.2024 16:14:31,267.5,7.0
49.973,02.09.2024 16:14:32,257.8,7.0
49.972,02.09.2024 16:14:33,247.9,7.0
49.972,02.09.2024 16:14:34,238.0,7.0
49.972,02.09.2024 16:14:35,227.8,7.0
49.97,02.09.2024 16:14:36,216.2,7.0
49.97,02.09.2024 16:14:37,206.4,7.0
49.971,02.09.2024 16:14:38,195.8,7.0
49.972,02.09.2024 16:14:39,185.6,7.0
49.973,02.09.2024 16:14:40,175.8,7.0
49.973,02.09.2024 16:14:41,166.3,7.0
49.975,02.09.2024 16:14:42,157.2,7.0
49.976,02.09.2024 16:14:43,148.6,7.0
49.978,02.09.2024 16:14:44,140.6,7.0
49.979,02.09.2024 16:14:45,133.1,7.0
49.98,02.09.2024 16:14:46,125.7,7.0
49.98,02.09.2024 16:14:47,118.6,7.0
49.98,02.09.2024 16:14:48,111.7,7.0
49.98,02.09.2024 16:14:49,104.5,7.0
49.98,02.09.2024 16:14:50,97.4,7.0
49.979,02.09.2024 16:14:51,89.9,7.0
49.979,02.09.2024 16:14:52,82.6,7.0
49.98,02.09.2024 16:14:53,74.7,7.0
49.978,02.09.2024 16:14:54,67.6,7.0
49.977,02.09.2024 16:14:55,59.4,7.0
49.977,02.09.2024 16:14:56,50.9,7.0
49.976,02.09.2024 16:14:57,42.4,7.0
49.976,02.09.2024 16:14:58,33.8,7.0
49.976,02.09.2024 16:14:59,25.2,7.0
49.975,02.09.2024 16:15:00,16.5,7.0
49.974,02.09.2024 16:15:01,7.0,7.0
49.975,02.09.2024 16:15:02,357.6,7.0
49.977,02.09.2024 16:15:03,349.2,7.0
49.979,02.09.2024 16:15:04,342.2,7.0
