frequency,time,phase,d
50.018,25.09.2024 01:51:01,137.2,7.0
50.018,25.09.2024 01:51:2,143.8,7.0
50.018,25.09.2024 01:51:03,150.4,7.0
50.018,25.09.2024 01:51:04,156.5,7.0
50.019,25.09.2024 01:51:05,163.5,7.0
50.02,25.09.2024 01:51:06,170.9,7.0
50.021,25.09.2024 01:51:07,178.4,7.0
50.022,25.09.2024 01:51:08,186.1,7.0
50.02,25.09.2024 01:51:09,193.5,7.0
50.021,25.09.2024 01:51:10,201.2,7.0
50.021,25.09.2024 01:51:11,208.8,7.0
50.02,25.09.2024 01:51:12,216.4,7.0
50.018,25.09.2024 01:51:13,222.4,7.0
50.017,25.09.2024 01:51:14,228.5,7.0
50.018,25.09.2024 01:51:15,235.6,7.0
50.019,25.09.2024 01:51:16,241.8,7.0
50.019,25.09.2024 01:51:17,248.4,7.0
50.017,25.09.2024 01:51:18,255.2,7.0
50.016,25.09.2024 01:51:19,260.2,7.0
50.013,25.09.2024 01:51:20,264.9,7.0
50.011,25.09.2024 01:51:21,268.7,7.0
50.008,25.09.2024 01:51:22,271.5,7.0
50.005,25.09.2024 01:51:23,273.3,7.0
50.004,25.09.2024 01:51:24,274.8,7.0
50.003,25.09.2024 01:51:25,276.0,7.0
50.002,25.09.2024 01:51:26,276.6,7.0
50.003,25.09.2024 01:51:27,278.3,7.0
50.003,25.09.2024 01:51:28,278.8,7.0
50.003,25.09.2024 01:51:29,280.4,7.0
50.004,25.09.2024 01:51:30,282.1,7.0
50.005,25.09.2024 01:51:31,283.8,7.0
50.006,25.09.2024 01:51:32,286.0,7.0
50.007,25.09.2024 01:51:33,288.4,7.0
50.005,25.09.2024 01:51:34,290.1,7.0
50.015,25.09.2024 01:51:45,333.4,7.0
50.014,25.09.2024 01:51:46,338.5,7.0
50.012,25.09.2024 01:51:47,342.8,7.0
50.011,25.09.2024 01:51:48,346.9,7.0
50.008,25.09.2024 01:51:49,349.7,7.0
50.008,25.09.2024 01:51:50,352.5,7.0
50.009,25.09.2024 01:51:51,356.2,7.0
50.01,25.09.2024 01:51:52,359.2,7.0
50.01,25.09.2024 01:51:53,2.9,7.0
50.008,25.09.2024 01:51:54,5.8,7.0
50.01,25.09.2024 01:51:55,9.1,7.0
50.01,25.09.2024 01:51:56,12.6,7.0
50.007,25.09.2024 01:51:57,15.9,7.0
50.006,25.09.2024 01:51:58,18.1,7.0
50.007,25.09.2024 01:51:59,20.6,7.0
50.007,25.09.2024 01:52:00,23.1,7.0
50.004,25.09.2024 01:52:01,24.5,7.0
50.001,25.09.2024 01:52:02,24.9,7.0
49.998,25.09.2024 01:52:03,24.3,7.0
49.995,25.09.2024 01:52:04,22.5,7.0
49.993,25.09.2024 01:52:05,20.0,7.0
49.991,25.09.2024 01:52:06,17.0,7.0
49.991,25.09.2024 01:52:07,13.8,7.0
49.99,25.09.2024 01:52:08,10.1,7.0
49.99,25.09.2024 01:52:09,6.4,7.0
49.989,25.09.2024 01:52:10,2.4,7.0
49.989,25.09.2024 01:52:11,358.5,7.0
49.991,25.09.2024 01:52:12,355.1,7.0
49.992,25.09.2024 01:52:13,352.2,7.0
49.993,25.09.2024 01:52:14,349.6,7.0
49.993,25.09.2024 01:52:15,347.0,7.0
49.993,25.09.2024 01:52:16,344.5,7.0
49.993,25.09.2024 01:52:17,342.1,7.0
49.993,25.09.2024 01:52:18,339.7,7.0
49.993,25.09.2024 01:52:19,337.2,7.0
49.995,25.09.2024 01:52:20,335.3,7.0
49.996,25.09.2024 01:52:21,334.7,7.0
49.996,25.09.2024 01:52:22,332.4,7.0
49.998,25.09.2024 01:52:23,331.7,7.0
